<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
MBB,20200730,13.6138,13.7000,13.5277,13.6570,2740330
MBB,20200729,13.7000,13.7000,13.2261,13.4846,4891540
MBB,20200728,13.7000,14.0877,13.3553,14.0447,6476500
MBB,20200727,13.7000,13.8723,13.2261,13.2261,9988390
MBB,20200724,14.6478,14.6478,14.1308,14.2170,8288120
MBB,20200723,14.7771,14.8202,14.6048,14.6909,3208620
MBB,20200722,14.9925,14.9925,14.7771,14.7771,2724680
MBB,20200721,14.9064,14.9064,14.7771,14.9063,3066900
MBB,20200720,14.8202,15.1218,14.8202,14.8202,3056310
MBB,20200717,15.0787,15.1218,14.9925,15.0787,3957050
MBB,20200716,15.0786,15.0786,14.9063,15.0787,3783960
MBB,20200715,14.9063,14.9925,14.8202,14.9063,2941050
MBB,20200714,14.7771,14.8202,14.6479,14.7771,3552800
MBB,20200713,14.8633,14.9925,14.7771,14.8202,2322950
MBB,20200710,14.9925,14.9925,14.8202,14.8633,2151820
MBB,20200709,14.8633,15.0787,14.8202,15.0356,3777860
MBB,20200708,14.6909,14.8202,14.6909,14.7771,1816440
MBB,20200707,14.7770,14.8201,14.6478,14.7340,3562940
MBB,20200706,14.5617,14.7771,14.5186,14.6478,2970930
MBB,20200703,14.5617,14.6048,14.4755,14.5186,1241470
MBB,20200702,14.5617,14.6048,14.4325,14.5186,1628160
MBB,20200701,14.3463,14.5617,14.3032,14.5617,2067570
MBB,20200630,14.6478,14.7340,14.2601,14.3032,3399510
MBB,20200629,14.8202,14.9063,14.4324,14.5186,5960860
MBB,20200626,15.0356,15.0786,14.8632,14.9494,1999300
MBB,20200625,14.9925,15.0355,14.9063,14.9494,2709130
MBB,20200624,15.1649,15.3372,15.0787,15.1217,5739200
MBB,20200623,15.0787,15.2079,15.0356,15.0787,3682810
MBB,20200622,15.1218,15.2941,15.0356,15.0787,2622880
MBB,20200619,14.9925,15.0786,14.9063,15.0787,3111870
MBB,20200618,14.9494,14.9925,14.8201,14.9063,2294180
MBB,20200617,14.9925,15.0787,14.8633,14.9063,2160720
MBB,20200616,14.8632,15.0786,14.7770,14.9925,5876970
MBB,20200615,15.2510,15.2941,14.5617,14.6478,9023320
MBB,20200612,14.7340,15.2079,14.7340,15.2079,10033880
MBB,20200611,16.1127,16.2419,15.0787,15.0787,9855080
MBB,20200610,15.5526,16.2419,15.4665,16.0265,10294970
MBB,20200609,15.6388,15.6819,15.5526,15.5957,5953860
MBB,20200608,15.5956,15.7680,15.5525,15.5957,8114180
MBB,20200605,15.4664,15.5095,15.3372,15.4233,6864850
MBB,20200604,15.6388,15.7680,15.5095,15.5095,8631510
MBB,20200603,15.5095,15.5956,15.4233,15.5526,4396970
MBB,20200602,15.5094,15.7679,15.4233,15.4233,14019730
MBB,20200601,14.8633,15.5526,14.8633,15.3802,17148300
MBB,20200529,14.9063,14.9063,14.7771,14.8202,4370270
MBB,20200528,14.9494,15.0786,14.8632,14.9063,3439560
MBB,20200527,15.3371,15.3371,14.9063,14.9063,10811090
MBB,20200526,14.9925,15.1648,14.9494,15.1648,9158970
MBB,20200525,14.8633,15.0356,14.8202,14.9063,4244600
MBB,20200522,15.0786,15.2079,14.8201,14.8633,7705210
MBB,20200521,14.9494,15.2079,14.8632,15.1648,8733490
MBB,20200520,14.8633,14.9925,14.7771,14.9063,4064620
MBB,20200519,14.9925,15.0786,14.8632,14.9925,9169410
MBB,20200518,14.6048,14.7340,14.4756,14.6909,4693050
MBB,20200515,14.9925,15.0355,14.6047,14.6048,8051150
MBB,20200514,14.9064,15.1218,14.7340,14.9063,7371050
MBB,20200513,14.9925,15.2079,14.6479,15.0787,10535970
MBB,20200512,14.4755,14.8202,14.3032,14.8202,11943010
MBB,20200511,14.4755,14.6479,14.2170,14.4755,13871460
MBB,20200508,14.1309,14.6478,14.1309,14.3032,12648540
MBB,20200507,13.7431,14.0878,13.7431,14.0447,6237880
MBB,20200506,13.7001,13.7862,13.5277,13.7431,3827470
MBB,20200505,13.7001,13.7432,13.4847,13.6139,2512680
MBB,20200504,13.7431,13.8293,13.6569,13.6570,2266940
MBB,20200429,13.7431,13.8724,13.6570,13.7431,2734790
MBB,20200428,13.6139,13.7431,13.4415,13.6139,2897820
MBB,20200427,13.8724,13.9585,13.5277,13.5277,4853010
MBB,20200424,13.7863,13.9155,13.7001,13.8293,2664100
MBB,20200423,14.1309,14.1740,13.8293,13.9155,3568320
MBB,20200422,13.1399,13.9154,13.1399,13.8724,5228620
MBB,20200421,14.1309,14.1740,13.4847,13.4846,10667070
MBB,20200420,14.6478,14.7770,14.3031,14.3463,10896580
MBB,20200417,14.6478,14.7771,14.3032,14.6478,7574590
MBB,20200416,14.0016,14.2170,13.7862,14.2170,4540410
MBB,20200415,13.7862,14.2170,13.7000,14.0878,10310960
MBB,20200414,13.7862,13.7862,13.3554,13.7000,7022430
MBB,20200413,13.3985,13.8293,13.3554,13.5708,6297620
MBB,20200410,13.6139,13.7431,13.3123,13.3985,8220670
MBB,20200409,13.7862,13.8724,13.5277,13.6139,7173300
MBB,20200408,13.3554,13.6569,13.2692,13.5277,4976890
MBB,20200407,13.9155,13.9585,13.5277,13.7431,12576310
MBB,20200406,13.0969,13.5708,13.0539,13.5708,7996310
MBB,20200403,12.3214,12.8814,12.2783,12.7092,5151710
MBB,20200401,11.5890,12.3214,11.5029,12.2783,6406330
MBB,20200331,11.8906,12.1491,11.3306,11.6752,5690150
MBB,20200330,12.0629,12.1491,11.7183,11.7183,7287180
MBB,20200327,13.0108,13.0539,12.4938,12.5799,5378700
MBB,20200326,13.3554,13.3984,12.9676,12.9677,4627510
MBB,20200325,13.1830,13.4846,12.9676,13.4846,6925670
MBB,20200324,12.9246,12.9246,12.4507,12.7522,7412520
MBB,20200323,13.0969,13.4415,12.8384,12.8384,9616920
MBB,20200320,13.9155,14.0447,13.7432,13.7862,4348520
MBB,20200319,13.9585,14.1308,13.7862,13.8724,3879280
MBB,20200318,14.6048,14.6048,14.2171,14.2170,5287310
MBB,20200317,13.7862,14.3893,13.5708,14.3894,9350190
MBB,20200316,14.7771,14.9063,14.1309,14.1739,4256130
MBB,20200313,13.6570,15.4234,13.6139,14.7340,11673000
MBB,20200312,14.9925,15.1648,14.6048,14.6048,15483860
MBB,20200311,16.7589,16.8020,15.4234,15.6818,7990830
MBB,20200310,16.2849,16.8450,16.1557,16.5004,7083800
MBB,20200309,16.8450,17.1466,16.5865,16.5865,12282460
MBB,20200306,17.6636,17.8359,17.5774,17.7928,3822460
MBB,20200305,18.0082,18.0513,17.7928,17.7928,4512210
MBB,20200304,17.9220,17.9651,17.7497,17.8790,3856070
MBB,20200303,18.1375,18.2236,17.9221,18.0082,5788700
MBB,20200302,17.6636,17.9221,17.6205,17.8359,4996110
MBB,20200228,17.6635,17.8790,17.5343,17.5774,7020070
MBB,20200227,17.7067,18.0083,17.6205,18.0082,4046120
MBB,20200226,17.5344,18.0083,17.5344,17.6636,5079630
MBB,20200225,17.2327,17.9220,17.1035,17.9221,11926410
MBB,20200224,17.8359,17.9220,17.3189,17.3189,12138250
MBB,20200221,18.6976,18.6976,18.2237,18.2667,8795360
MBB,20200220,18.7837,18.8699,18.6114,18.6545,6104470
MBB,20200219,18.7406,18.7837,18.5252,18.6114,4586120
MBB,20200218,18.9992,19.0422,18.6976,18.7406,5400900
MBB,20200217,18.9560,19.1283,18.7837,18.9130,9693630
MBB,20200214,18.6114,18.8699,18.5683,18.7406,9083550
MBB,20200213,18.5683,18.7407,18.3960,18.4391,6581630
MBB,20200212,18.4821,18.8698,18.3529,18.6545,10980490
MBB,20200211,18.1806,18.3529,18.1375,18.2667,4331600
MBB,20200210,18.1806,18.3529,18.0514,18.0944,6111600
MBB,20200207,18.7406,18.7837,18.4390,18.4391,8050600
MBB,20200206,18.2236,18.9560,18.0082,18.7837,12119010
MBB,20200205,18.4390,18.6113,18.1374,18.2236,7177000
MBB,20200204,17.7928,18.5683,17.3620,18.2236,9461800
MBB,20200203,17.3620,17.9221,16.8020,17.5343,14421110
MBB,20200131,18.1375,18.5683,17.9221,17.9221,8065490
MBB,20200130,18.8699,19.0422,18.2667,18.3098,8995010
MBB,20200122,19.4299,19.4730,19.2576,19.3007,4991520
MBB,20200121,19.0422,19.4730,18.9991,19.4299,5239140
MBB,20200120,18.9560,19.0422,18.8268,18.9560,4308990
MBB,20200117,18.9991,19.1714,18.8698,18.9560,4776330
MBB,20200116,18.5683,19.0852,18.5252,18.9560,8169550
MBB,20200115,18.5252,18.6114,18.4821,18.4821,3625930
MBB,20200114,18.3529,18.6545,18.3098,18.5252,4557920
MBB,20200113,18.4822,18.6114,18.3099,18.3529,2921820
MBB,20200110,18.2237,18.6545,18.2237,18.4391,8593950
MBB,20200109,18.0513,18.2236,17.8790,18.1375,3298470
MBB,20200108,17.9221,18.0944,17.8359,17.8359,4163950
MBB,20200107,18.0944,18.2236,17.9651,18.0944,2684180
MBB,20200106,18.2236,18.2667,18.0513,18.0513,2609270
MBB,20200103,18.4821,18.5252,18.2667,18.3098,3476230
MBB,20200102,18.0083,18.3098,17.9221,18.2667,2849190
MBB,20191231,18.0944,18.1375,17.9221,17.9221,2192910
MBB,20191230,18.0944,18.3098,18.0082,18.0513,3432230
MBB,20191227,17.9652,18.0083,17.9221,18.0082,2376720
MBB,20191226,18.0944,18.1375,17.9652,17.9652,2145180
MBB,20191225,17.8790,18.1806,17.8790,18.0944,3010810
MBB,20191224,18.0944,18.1375,17.8359,17.8790,2362950
MBB,20191223,18.2236,18.3098,18.1375,18.1375,1848030
MBB,20191220,17.8359,18.1806,17.8359,18.0944,1926570
MBB,20191219,18.0944,18.2236,17.8359,17.8359,4783220
MBB,20191218,18.0944,18.3098,18.0944,18.0944,3190310
MBB,20191217,18.4391,18.4391,18.0944,18.1375,6055610
MBB,20191216,18.7837,18.7837,18.4390,18.4391,4771820
MBB,20191213,18.8699,18.9129,18.6114,18.7837,2491410
MBB,20191212,18.7837,18.9991,18.7406,18.7837,2760040
MBB,20191211,18.2668,18.7837,18.1806,18.7837,3506380
MBB,20191210,18.4390,18.4821,18.1805,18.1806,4244930
MBB,20191209,18.8268,18.8268,18.4391,18.4821,4157170
MBB,20191206,18.7837,18.8699,18.7406,18.8268,1331500
MBB,20191205,19.1284,19.1715,18.7837,18.8268,1745780
MBB,20191204,18.7406,19.1284,18.4391,19.1284,3015290
MBB,20191203,18.4391,18.6976,18.1806,18.5683,3265060
MBB,20191202,19.0853,19.2576,18.4391,18.4391,3459040
MBB,20191129,19.0422,19.1284,18.8699,19.0853,1973140
MBB,20191128,19.4299,19.5161,19.0422,19.0422,2977410
MBB,20191127,19.5161,19.6453,19.3438,19.4730,1598060
MBB,20191126,19.4299,19.5592,19.3007,19.5161,2953980
MBB,20191125,19.2576,19.3868,19.1284,19.3007,3690920
MBB,20191122,19.4730,19.5592,19.0422,19.2576,5202380
MBB,20191121,19.4299,19.5161,19.0422,19.3007,6245670
MBB,20191120,19.5592,19.6454,19.4300,19.4730,2087190
MBB,20191119,19.4730,19.6022,19.3868,19.6023,2524600
MBB,20191118,19.5592,19.6885,19.4731,19.4730,3809480
MBB,20191115,19.7746,19.7746,19.5592,19.6023,5963420
MBB,20191114,20.0331,20.0331,19.6884,19.7746,7294520
MBB,20191113,20.1193,20.2054,19.9470,20.0331,4652680
MBB,20191112,20.2054,20.2485,20.0762,20.0762,4429160
MBB,20191111,20.4208,20.5500,20.1192,20.2054,13607900
MBB,20191108,20.2916,20.3777,20.1193,20.1623,7115080
MBB,20191107,20.3347,20.4208,20.1624,20.2485,6014090
MBB,20191106,20.0762,20.5932,20.0331,20.2916,10894700
MBB,20191105,20.0762,20.1624,19.9900,20.0331,3211270
MBB,20191104,19.8177,20.1623,19.7746,20.0762,7129260
MBB,20191101,19.8177,19.9900,19.6885,19.7746,4031340
MBB,20191031,19.8177,19.9470,19.7316,19.8177,1785050
MBB,20191030,19.6884,19.9038,19.6453,19.8608,3617120
MBB,20191029,19.8177,19.9039,19.6885,19.6884,2922370
MBB,20191028,20.0331,20.1623,19.8177,19.8177,2085490
MBB,20191025,19.7746,20.0331,19.6884,19.9900,3751120
MBB,20191024,19.7315,19.8607,19.6884,19.7746,3636850
MBB,20191023,19.7315,19.7315,19.6453,19.7315,1503790
MBB,20191022,19.5161,19.7746,19.5161,19.6884,2107600
MBB,20191021,19.7315,19.8177,19.4730,19.5161,4882340
MBB,20191018,20.0331,20.1192,19.7746,19.8177,4079020
MBB,20191017,20.0762,20.0762,19.9039,19.9900,5315090
MBB,20191016,20.2055,20.3347,20.0762,20.0762,2938290
MBB,20191015,20.2916,20.2916,20.0762,20.1193,3774100
MBB,20191014,19.8177,20.4639,19.8177,20.2054,11798280
MBB,20191011,19.6454,19.7315,19.5592,19.6023,2300530
MBB,20191010,19.7315,19.7746,19.6023,19.6023,3055770
MBB,20191009,19.5161,19.7315,19.4730,19.7315,3678530
MBB,20191008,19.2576,19.5592,19.2576,19.5592,4917580
MBB,20191007,19.5592,19.6453,19.3007,19.3007,5131450
MBB,20191004,19.8177,19.8177,19.5161,19.5161,4861060
MBB,20191003,19.6454,19.7746,19.5161,19.7746,6146570
MBB,20191002,19.7746,19.9470,19.6454,19.8177,5625300
